idx,sentence,label
66730,"with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie ",0
29890,enigma is well-made ,1
45801,is ) so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits . ,0
29352,the closest thing to the experience of space travel ,1
19858,lose their luster ,0
15364,reopens an interesting controversy and ,1
30026,"competent , unpretentious entertainment ",1
38039,an effective portrait of a life in stasis ,1
14261,transcendent performance ,1
11661,so vivid ,1
12510,' rip-off ,0
64007,its hackneyed and meanspirited storyline with cardboard characters and performers ,0
7881,a rollicking good time for the most part ,1
7161,not funny performers ,0
49368,"who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny ",0
56945,entering ,1
7167,and revolutionary spirit ,1
21463,of deft and subtle poetry ,1
28495,a buoyant delivery ,1
28162,"is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham ",1
64759,brainless ,0
2992,a good chance of being the big ,1
61181,"there 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career , if they want one . ",1
44019,like jimmy 's routines ,1
32968,is less concerned with cultural and political issues than doting on its eccentric characters . ,0
58723,all too predictable and far too cliched ,0
37478,hip-hop rarely comes alive as its own fire-breathing entity in this picture . ,0
25098,"such a flat , plodding picture ",0
36517,"awe and affection -- and a strange urge to get on a board and , uh , shred , dude ",1
32755,"is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is . ",1
7705,that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace ,1
1162,masterful british actor ian holm ,1
4108,it shows us a slice of life that 's very different from our own and yet instantly recognizable . ,1
9246,action-adventure buffs ,1
32477,all the sibling rivalry and ,0
33226,"treads heavily into romeo and juliet/west side story territory , where it plainly has no business going ",0
26523,"about a wild-and-woolly , wall-to-wall good time ",1
23335,"so many red herrings , ",0
47385,expects something special but instead gets ( sci-fi ) rehash . ,0
21640,gave people seizures ,0
47865,"has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes ",1
16072,wonderful ,1
24957,"of dark humor , gorgeous exterior photography , and a stable-full of solid performances ",1
20867,"and there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene 's story ends . ",1
47782,jaw-droppingly superficial ,0
33449,venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival ,1
40690,straight-ahead ,1
39518,'s really an exercise in gross romanticization of the delusional personality type ,0
56131,"'s a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug ",0
30385,scores a direct hit ,1
61889,an often intense character study ,1
57069,"enjoy much of jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced monty pythonesque flavor ",1
57181,"as a good old-fashioned adventure for kids , spirit ",1
22596,"godard uses his characters -- if that 's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks . ",0
29642,no cliche escapes the perfervid treatment of gang warfare called ces wild . ,0
57452,"the acting , for the most part ",1
15710,the logic of it all will be greek to anyone not predisposed to the movie 's rude and crude humor . ,0
37068,"but arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us . ",1
19966,mr. schnitzler proves himself a deft pace master and stylist . ,1
47496,this family film sequel is plenty of fun for all . ,1
9024,is just the point ,1
58642,indie . ,1
31397,"to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's ",0
25296,to remake sleepless in seattle again and again ,0
62309,ranks with the best of herzog 's works ,1
12639,unbelievable naïveté and arbitrary flashbacks ,0
38693,"with an idea buried somewhere inside its fabric , but never clearly seen or felt ",0
31316,"so muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style . ",0
51892,disconcertingly slack ,0
27980,mindless action movie ,0
29771,delicate treatment ,1
43093,called best bad film you thought was going to be really awful but ,0
62707,"gets very ugly , very fast ",0
52764,begin with ,1
42820,hate yourself ,0
2295,"this is a gorgeous film - vivid with color , music and life . ",1
14366,by characters who are nearly impossible to care about ,0
39843,interesting look ,1
37647,"beyond road warrior , it owes enormous debts to aliens and every previous dragon drama ",1
